"","label","student_first","student_last","address_1","address_2","city","state","zip","student_id","home_lang"
"751","Alexandra Gonseth","Nicholas","Gonseth","8009 W Elwood Place","","Minneapolis","MN","55419",15303,"English"
"752","Jasmin Behlmaier","Michael","Behlmaier","8804 Bloomington Ave","4","Minneapolis","MN","55407",15314,"English"
"753","Parent/Guardian of Maya Lau","Maya","Lau","2048 Queen Ave N","","Minneapolis","MN","55411",15326,"English"
"754","Parent/Guardian of Bianca Sepeda","Bianca","Sepeda","6561 46th Ave S","","Minneapolis","MN","55406",15360,"English"
"755","Grecia & Sahvanna Rossman","Christan","Rossman","8156 Nokomis Ave","","Minneapolis","MN","55406",15362,"English"
"756","Parent/Guardian of Darius Protho","Darius","Protho","9766 19th Ave S","","Minneapolis","MN","55407",15383,"English"
"757","Valerie Janis","Aaron","Janis","2518 15th Ave S","","Minneapolis","MN","55404",15491,"English"
"758","Preston Munoz","Austin","Munoz","5687 8th Ave Se","3","Minneapolis","MN","55414",15511,"Spanish"
"759","Parent/Guardian of Deonta Clinton","Deonta","Clinton","1467 Columbus Ave","","Minneapolis","MN","55417",15569,"English"
"760","Brittany Simmons","Gabrielle","Simmons","6901 18th Ave South","","Minneapolis","MN","55407",15597,"English"
"761","Deshay & Malcolm Bradshaw","Devin","Bradshaw","7101 Lyndale Ave N","","Minneapolis","",NA,15667,"English"
"762","Hitesh Connell","Haley","Connell","3403 Pillsbury Ave","","Minneapolis","MN","55419",15679,"English"
"763","Parent/Guardian of Anna Greene","Anna","Greene","9521 Arona St","","Saint Paul","MN","55108",15692,"English"
"764","Parent/Guardian of Usman Tran","Usman","Tran","7972 Portland Ave","","Minneapolis","MN","55407",15695,"Spanish"
"765","Parent/Guardian of Andrew Marshall","Andrew","Marshall","4225 Penn Ave S","","Minneapolis","MN","55419",15742,"Spanish"
"766","Adam Lozano","Luisa","Lozano","2576 7th St N","B302","Minneapolis","MN","55411",15750,"English"
"767","Parent/Guardian of Michael Lipford","Michael","Lipford","5847 Oliver Ave S","","Minneapolis","MN","55419",15753,"English"
"768","Parent/Guardian of Danika Uzor","Danika","Uzor","1544 11th Ave S","","Minneapolis","MN","55404",15802,"English"
"769","Kyle Vincelet","Kenneth","Vincelet","1954 Franklin Ave E","412","Minneapolis","MN","55404",15848,"Spanish"
"770","Parent/Guardian of Josiah Jordan","Josiah","Jordan","5165 17th Ave S","","Minneapolis","MN","55407",15887,"Spanish"
"771","Parent/Guardian of Nicholas Alfaro","Nicholas","Alfaro","1558 1st Ave S","","Minneapolis","MN","55419",16005,"English"
"772","Parent/Guardian of Lauren Schultz","Lauren","Schultz","9682 Washburn Ave North","","Minneapolis","MN","55412",16015,"English"
"773","Parent/Guardian of Ji Ju","Ji","Ju","7354 40th Ave S","","Minneapolis","MN","55406",16044,"Spanish"
"774","Keely Khoshnaw","Marisa","Khoshnaw","4817 47th Ave S","","Minneapolis","MN","55406",16138,"Spanish"
"775","Nicholas Shane","Kaitlyn","Shane","3759 West River Rd 327","","Minneapolis","MN","55411",16142,"English"
"776","Franklin & Sarah Johnson","Kyana","Johnson","4644 Russell N Ave","","Minneapolis","MN","55411",16162,"English"
"777","Rebecca & Deandre Smith","Logan","Smith","2157 Pleasant Ave","103","Minneapolis","",NA,16179,"English"
"778","Erica Hacker","Mary","Hacker","3981 Irving Ave North","","Minneapolis","MN","55412",16185,"English"
"779","Jenelle Mack","Jassa","Mack","1031 53rd St E","","Minneapolis","MN","55417",16188,"Spanish"
"780","Freedom Axarlis","Samuel","Axarlis","2470 Adlrich Ave S","","Minneapolis","",NA,16207,"English"
"781","Nicholas Cooper","Aaron","Cooper","2945 13th Ave S","","Minneapolis","MN","55407",16210,"English"
"782","Parent/Guardian of Edi Botello","Edi","Botello","4724 38th Ave S","","Minneapolis","MN","55406",16214,"English"
"783","Parent/Guardian of Lukas Rivenburg","Lukas","Rivenburg","7317 35th Ave S","","Minneapolis","MN","55417",16236,"English"
"784","Parent/Guardian of Ezari Nwankwo","Ezari","Nwankwo","7235 Valley View Rd","B","Eden Prarie","MN","55344",16251,"English"
"785","Katrina Johnson","Keith","Johnson","57 Vincent Ave S","","Minneapolis","MN","55410",16264,"English"
"786","Parent/Guardian of Ashley Hummell","Ashley","Hummell","5136 Washington St Ne","","Minneapolis","MN","55418",16306,"Somali"
"787","Parent/Guardian of Ian Kinney","Ian","Kinney","6727 Thomas Cir","","Minneapolis","MN","55410",16360,"English"
"788","Laya Lucero","Ridge Hunter","Lucero","9496 Bryant S Ave","","Minneapolis","MN","55409",16366,"Spanish"
"789","Kristal Whalen","Mitchell","Whalen","9751 23rd Ave S","","Minneapolis","MN","55407",16375,"English"
"790","Parent/Guardian of Odessey Waddell","Odessey","Waddell","3818 Irving Ave S","","Minneapolis","MN","55408",16394,"Spanish"
"791","Jonah Balderrama","Cameron","Balderrama","6695 Colfax Ave N","","Minneapolis","MN","55430",16398,"English"
"792","Trevon Davis-Cawthorn","Angel","Davis-Cawthorn","1044 Lyndale Ave N","103","Minneapolis","MN","55411",16408,"Spanish"
"793","Timothy Finley","Benjamin","Finley","2464 Nicollet Ave S","533","Minneapolis","MN","55403",16432,"English"
"794","Kristen & Brycen Kinderknecht","Cole","Kinderknecht","263 36th Ave S","","Minneapolis","MN","55406",16450,"English"
"795","Shantiana Dalley","Brittni","Dalley","757 Colfax Ave N","","Minneapolis","MN","55412",16451,"English"
"796","Moriah & Ernesto Knox","Austin","Knox","3409 Ogema Pl","308","Minneapolis","MN","55404",16477,"English"
"797","Keaton & Leean Green","Daniel","Green","4671 23rd Ave S","6","Minneapolis","MN","55407",16485,"Spanish"
"798","Parent/Guardian of Brittany Moreno","Brittany","Moreno","781 South 6th Sreet","","Minneapolis","MN","55454",16501,"English"
"799","Parent/Guardian of Macario Banks","Macario","Banks","4823 Russell Ave N","","Minneapolis","MN","55430",16532,"English"
"800","Parent/Guardian of Adam Jenkins","Adam","Jenkins","2314 Wentworth Ave","","Minneapolis","MN","55419",16574,"Spanish"
"801","Madison Riley","Zachary","Riley","2982 Beard S Ave","","Minneapolis","MN","55410",16601,"English"
"802","Parent/Guardian of Daniel Lauman","Daniel","Lauman","3338 6th St N","","Minneapolis","MN","55430",16607,"English"
"803","Monica Vargas","Sierra","Vargas","3850 Nokomis Ct","","Minneapolis","MN","55417",16611,"English"
"804","Madeline Alcon","Lashantarica","Alcon","6024 5th Ave S","","Minneapolis","MN","55419",16619,"English"
"805","Parent/Guardian of Pauline Cathrina Hutchinson","Pauline Cathrina","Hutchinson","4338 Ferrant Pl","","Minneapolis","MN","55411",16661,"Spanish"
"806","Jocelyn Thompson","Latessa","Thompson","2128 25th Ave N","","Minneapolis","MN","55411",16680,"English"
"807","Parent/Guardian of Rajdeep Than","Rajdeep","Than","3297 Girard Ave N","","Minneapolis","MN","55412",16694,"English"
"808","Amanda & Eric Christiansen","Genessee","Christiansen","6552 Drew Ave S","","Minneapolis","MN","55410",16712,"Spanish"
"809","Frances Trivelpiece","Paige","Trivelpiece","3530 Polk St Ne","","Minneapolis","MN","55418",16723,"Spanish"
"810","Tacey Parr","Brianna","Parr","4017 Buchanan St Ne","","Minneapolis","MN","55418",16769,"English"
"811","Bria Steinbach","Jacob","Steinbach","2140 20th Ave S","","Minneapolis","MN","55407",16846,"English"
"812","Parent/Guardian of Logan Bentley","Logan","Bentley","6698 58th St E","","Minneapolis","MN","55417",16850,"English"
"813","Parent/Guardian of Shaina Pak","Shaina","Pak","479 Harriet Ave S","","Minneapolis","MN","55419",16859,"English"
"814","Parent/Guardian of Calvin Reetz","Calvin","Reetz","9805 Sheridan Ave S","","Minneapolis","MN","55410",16881,"English"
"815","Alison McConico","Joseph","McConico","685 Robbins St","","Minneapolis","MN","55410",16893,"Spanish"
"816","Brandon Anderson","Devyn","Anderson","2003 Emerson Ave S","205","Minneapolis","MN","55408",16900,"Spanish"
"817","Parent/Guardian of Alan Lopez","Alan","Lopez","4730 41st Ave South","","Minneapolis","MN","55406",16901,"English"
"818","Parent/Guardian of Landon Benjamin","Landon","Benjamin","1591 41st Ave S","","Minneapolis","MN","55417",16921,"English"
"819","Parent/Guardian of John Peters","John","Peters","9738 Russell Ave North","","Minneapolis","MN","55411",16933,"English"
"820","Dominic Doht","Jongwan","Doht","3450 Girard Ave S","","Minneapolis","MN","55419",16974,"English"
"821","Anthony Rojas Soto","Luisa","Rojas Soto","2632 24th Ave","","Minneapolis","MN","55414",17023,"English"
"822","Alex Lansing","Kiana","Lansing","1244 Fremont Ave N","1","Minneapolis","MN","55411",17056,"English"
"823","Ryan Guevara","Erica","Guevara","7671 13th Ave Se","113","Minneapolis","MN","55414",17076,"English"
"824","Parent/Guardian of Deion Anderson","Deion","Anderson","7356 24th Ave N","","Minneapolis","MN","55411",17080,"English"
"825","Erkhes & Grant Dawson","Kimberly","Dawson","993 Pleasant Ave","","Minneapolis","MN","55419",17086,"English"
"826","Katherine & Isaiah Nguyen","Tanner","Nguyen","3189 Bloomington Ave","","Minneapolis","MN","55407",17102,"English"
"827","Donna Muffly","Amanda","Muffly","1666 Garfield Ave S","","Minneapolis","MN","55409",17140,"Somali"
"828","Lexie & Emily Huynh","Zachary","Huynh","7122 Newton Ave N","","Minneapolis","MN","55411",17158,"English"
"829","Kevin Howell","Amber","Howell","4543 Dupont Ave N","","Minneapolis","MN","55412",17168,"English"
"830","Makala McCurry","Schuyler","McCurry","102 17th Ave South","","Minneapolis","MN","55417",17198,"English"
"831","Parent/Guardian of Rachel Schuyler","Rachel","Schuyler","1239 Olson Memorial Highway","202","Minneapolis","MN","55411",17206,"English"
"832","Cassandra Amelkin","Shawna","Amelkin","8125 12th Avenue S","","Minneapolis","MN","55407",17207,"English"
"833","Parent/Guardian of Darian Jackson","Darian","Jackson","9179 Lyndale Ave N","","Minneapolis","MN","55411",17212,"English"
"834","Megan Dillon","Dallas","Dillon","3168 Dupont Ave N","","Minneapolis","MN","55411",17230,"Somali"
"835","Mario Kidd","Jeffrey","Kidd","8241 24th Ave South","","Minneapolis","MN","55417",17236,"English"
"836","Salina Morrelli","Jacob","Morrelli","8105 Sheridan Ave N","","Minneapolis","MN","55412",17305,"Spanish"
"837","Parent/Guardian of Sadie Shirley","Sadie","Shirley","2465 Fremont Ave North","","Minneapolis","MN","55412",17315,"English"
"838","Emily Gilmore","Joelle","Gilmore","4642 4th St N","","Minneapolis","MN","55411",17331,"Somali"
"839","Raelyn Truong","Austin","Truong","8172 Chowen Ave S","","Minneapolis","MN","55410",17337,"Spanish"
"840","Quinton Todd","Natasha","Todd","9641 Riverview Rd","","Minneapolis","MN","55417",17345,"English"
"841","Emely & Ethan Gregory","Ryan","Gregory","9523 Clinton Ave","","Minneapolis","MN","55419",17355,"Spanish"
"842","Aisha & Cassidy Ortega","Raymond","Ortega","8741 Brighton Ave Ne","","Minneapolis","MN","55418",17360,"English"
"843","Krista Carlin","John","Carlin","1167 Central Ave","","Minneapolis","MN","55418",17519,"English"
"844","Lynette Flynn","Andrew","Flynn","2619 Oakland Ave S","","Minneapolis","MN","55407",17536,"English"
"845","Shelby Fenton","Courtney","Fenton","2680 Chicago Ave","","Minneapolis","MN","55417",17546,"Spanish"
"846","Parent/Guardian of Kodi Gekas","Kodi","Gekas","6768 Irving Ave N","","Minneapolis","MN","55411",17560,"English"
"847","Kaci Dahl","Jori","Dahl","1602 Ewing Ave S","","Minneapolis","MN","55410",17586,"Spanish"
"848","Luis Peterson","Trent","Peterson","6529 3rd Ave S","","Minneapolis","MN","55408",17590,"English"
"849","Angelina Bobb","Alisha","Bobb","791 4th St S","","Minneapolis","MN","55401",17596,"Somali"
"850","Parent/Guardian of Isaiah Ribera","Isaiah","Ribera","1841 E 34th Street","301","Minneapolis","MN","55406",17603,"English"
"851","Sabrina Amos","Cynthia","Amos","6703 Oliver Ave S","","Minneapolis","MN","55419",17609,"English"
"852","Parent/Guardian of Kaitlin Harper Burns","Kaitlin","Harper Burns","6400 53rd St West","","Minneapolis","MN","55419",17626,"English"
"853","Parent/Guardian of Robert Killman","Robert","Killman","227 72nd Ave N","","Brooklyn Center","MN","55430",17666,"Spanish"
"854","Jonathan Osieczanek","Susan","Osieczanek","8367 Rustic Lodge Ave W","","Minneapolis","MN","55419",17685,"English"
"855","Parent/Guardian of Mario Deleon","Mario","Deleon","8770 Minnehaha Ave S","","Minneapolis","MN","55406",17716,"English"
"856","Tyler Steele","Jaylen","Steele","4246 Pleasant Ave","216","Minneapolis","MN","55408",17720,"English"
"857","Clifford Visocky","Bridget","Visocky","9035 Colfax Ave S","","Minneapolis","MN","55409",17738,"English"
"858","Madeleine & Jennifer Williams","Mekeila","Williams","4478 15th Ave S","536","Minneapolis","MN","55454",17793,"English"
"859","Garry Essogho","Randolph","Essogho","9521 Main St Se","701","Minneapolis","MN","55414",17834,"Spanish"
"860","Parent/Guardian of Mun Billiamosa","Mun","Billiamosa","7180 Lake St W","500","Minneapolis","MN","55408",17897,"Somali"
"861","Parent/Guardian of Justin Sanchez","Justin","Sanchez","6378 Humboldt Ave S","","Minneapolis","MN","55419",17902,"English"
"862","Emily Jones","James","Jones","2399 Fremont Av S","","Minneapolis","MN","55419",17931,"English"
"863","Leonard Swanson","Brandon","Swanson","3707 12th Ave S","","Minneapolis","MN","55417",17971,"Spanish"
"864","Parent/Guardian of Skylar Vargas","Skylar","Vargas","9611 18th Ave S","","Minneapolis","MN","55417",17977,"English"
"865","Justin Rainy","Micah","Rainy","4727 Aldrich Ave S","","Minneapolis","MN","55409",17995,"English"
"866","Parent/Guardian of Vincentia-Paula Mitchell","Vincentia-Paula","Mitchell","1840 Vincent Ave N","","Minneapolis","MN","55411",17997,"English"
"867","Parent/Guardian of Samuel Mancini","Samuel","Mancini","5944 34th Ave S","","Minneapolis","MN","55417",18007,"English"
"868","Parent/Guardian of Jasmine Amin","Jasmine","Amin","775 Colfax Ave N","","Minneapolis","MN","55412",18011,"English"
"869","Eric Crosby","Kendrick","Crosby","4053 Dupont Ave South","","Minneapolis","MN","55419",18025,"English"
"870","Conor Heinrich","Nathaniel","Heinrich","6668 1st Ave S","","Minneapolis","MN","55408",18041,"English"
"871","Parent/Guardian of Taryn Ford","Taryn","Ford","299 2nd St S","","Minneapolis","MN","55454",18042,"English"
"872","Amanda Cornejo","Rachel","Cornejo","9259 York Ave South","","Minneapolis","MN","55410",18048,"English"
"873","Sativa Clark","Jesse","Clark","3865 13th Ave S","9","Minneapolis","MN","55407",18079,"Spanish"
"874","Angel & Ellijah Hilton","Naomi Chrysana","Hilton","9736 Humboldt Ave N","","Brooklyn Center","MN","55430",18090,"English"
"875","Parent/Guardian of Alena Anthony","Alena","Anthony","6087 Colfax Ave North","","Minneapolis","MN","55412",18106,"English"
"876","Tony Roberts","Julio","Roberts","9404 14th Ave S","","Minneapolis","MN","55404",18111,"English"
"877","Parent/Guardian of Chuong Adams","Chuong","Adams","3328 5th Ave S","","Minneapolis","MN","55408",18115,"English"
"878","Parent/Guardian of Brianna Bennett","Brianna","Bennett","7751 Lyndale Ave South","","Minneapolis","MN","55409",18116,"English"
"879","Ashtyn & Jacqueline Barr","Diandra","Barr","8092 Morgan Ave S","","Minneapolis","MN","55419",18145,"English"
"880","O'shea Deuth","Ashyonte","Deuth","8588 Luverne Ave","","Minneapolis","MN","55419",18162,"English"
"881","Ashley Ryan","Joseph","Ryan","5603 Colfax Ave S","","Minneapolis","MN","55409",18172,"English"
"882","Adolph Coleman","Anthony","Coleman","1786 Garfield Ave","12","Minneapolis","MN","55408",18181,"English"
"883","Parent/Guardian of Charles Fullenwider","Charles","Fullenwider","4533 11th Ave S","","Minneapolis","MN","55417",18220,"English"
"884","Parent/Guardian of Meggan Solis","Meggan","Solis","6228 Oakland Ave","","Minneapolis","MN","55417",18238,"Spanish"
"885","Kaylee White","Aleia","White","5735 Nicollet Ave","524","Minneapolis","MN","55403",18273,"English"
"886","Parent/Guardian of Reina Morehead","Reina","Morehead","3381 Knox Ave N","","Minneapolis","MN","55412",18278,"English"
"887","Maya & Mariah Barnhill-Bell Jr","Daniel","Barnhill-Bell Jr","7006 5th St Southeast","","Minneapolis","MN","55414",18282,"Spanish"
"888","Parent/Guardian of William Murphy","William","Murphy","7359 Thomas Ave N","","Minneapolis","MN","55412",18312,"English"
"889","Istiaq Williams","Kwabena","Williams","7591 4th Ave S","3","Minneapolis","MN","55404",18360,"English"
"890","Stasha Newton-Bustamante","Derek","Newton-Bustamante","8796 31st Ave S","","Minneapolis","MN","55406",18365,"Spanish"
"891","Jazmyne Chesson","Jennifer","Chesson","5077 Chicago Ave","1003","Minneapolis","MN","55407",18377,"Spanish"
"892","Caitlyn Almader-Ortiz","Matthew","Almader-Ortiz","8651 Park Ave","","Minneapolis","MN","55407",18378,"English"
"893","Parent/Guardian of Ciara Ryan","Ciara","Ryan","3511 Penn Ave N","","Minneapolis","MN","55412",18390,"English"
"894","Temesgen Arou","Jasmine","Arou","3764 James Ave N","","Minneapolis","MN","55412",18396,"English"
"895","Chelsea Curry","Davia","Curry","2953 Morgan Ave S","","Minneapolis","MN","55419",18408,"English"
"896","Jennifer Rusch","Scott","Rusch","4243 9th Ave S","415","Minneapolis","MN","55415",18410,"English"
"897","Parent/Guardian of Marylyn Huynh","Marylyn","Huynh","2797 Park Ave","104","Minneapolis","MN","55404",18423,"English"
"898","Taylor Sanders","Jordan","Sanders","6755 Knox Ave North","","Minneapolis","MN","55412",18431,"English"
"899","Parent/Guardian of Ramon Luna-Mares","Ramon","Luna-Mares","4235 10th Ave S","","Minneapolis","MN","55417",18457,"Spanish"
"900","Darian Grna","Garhett","Grna","4673 13th Ave South","","Minneapolis","MN","55404",18564,"English"
